"drug1_id","drug1_name","condition_id","condition_name","drug2_id","drug2_name","scores"
"DB00476","Duloxetine","D050723","fractures, bone","DB00230","Pregabalin",0.174881100654602
"DB00947","Fulvestrant","D000230","adenocarcinoma","DB01217","Anastrozole",0.830330669879913
"DB00331","Metformin","D010300","parkinson disease","DB01132","Pioglitazone",0.160131499171257
"DB05578","Ramucirumab","D008654","mesothelioma","DB09035","Nivolumab",0.668686389923096
"DB05578","Ramucirumab","D008654","mesothelioma","DB00441","Gemcitabine",0.652314484119415
"DB05578","Ramucirumab","D000086002","mesothelioma, malignant","DB09035","Nivolumab",0.819659054279327
"DB05578","Ramucirumab","D000086002","mesothelioma, malignant","DB00441","Gemcitabine",0.764560580253601
"DB00601","Linezolid","D016470","bacteremia","DB14879","Cefiderocol",0.315447241067886
"DB06590","Ceftaroline fosamil","D016470","bacteremia","DB00080","Daptomycin",0.838880181312561
"DB00322","Floxuridine","D007414","intestinal neoplasms","DB00544","Fluorouracil",0.872940182685852
"DB00322","Floxuridine","D007414","intestinal neoplasms","DB00762","Irinotecan",0.842622578144073
"DB06626","Axitinib","D001943","malignant neoplasm of breast","DB01248","Docetaxel",0.136128887534142
"DB06626","Axitinib","D001943","malignant neoplasm of breast","DB11945","Avelumab",0.11551895737648
"DB06626","Axitinib","D010051","neoplasm, ovarian","DB11945","Avelumab",0.606310784816742
"DB09099","Somatostatin","D009369","malignant neoplasms","DB00104","Octreotide",0.55731326341629
"DB00198","Oseltamivir","D013921","thrombocytopenia","DB01234","Dexamethasone",0.173721805214882
"DB16216","Lazertinib","D009369","malignant neoplasms","DB15133","Tepotinib",0.999997973442078
"DB00205","Pyrimethamine","D002277","carcinoma","DB00650","Leucovorin",0.599307715892792
"DB00396","Progesterone","D006331","heart diseases","DB00308","Ibutilide",0.853526890277863
"DB00331","Metformin","D052439","lipid metabolism disorders","DB01039","Fenofibrate",0.793500065803528
"DB01101","Capecitabine","D008207","lymphatic metastasis","DB00526","Oxaliplatin",0.680684268474579
"DB00526","Oxaliplatin","D008207","lymphatic metastasis","DB01101","Capecitabine",0.680684268474579
"DB00480","Lenalidomide","D009447","neuroblastoma","DB09077","Dinutuximab",0.776521980762482
"DB00480","Lenalidomide","D009447","neuroblastoma","DB01590","Everolimus",0.172586739063263
"DB01085","Pilocarpine","D005128","eye disorders","DB00807","Proparacaine",0.876823484897614
"DB01085","Pilocarpine","D005128","eye disorders","DB00692","Phentolamine",0.735864996910095
"DB11613","Velpatasvir","D006528","carcinoma, hepatocellular","DB08934","Sofosbuvir",0.738090097904205
"DB00230","Pregabalin","D001168","arthritis","DB00476","Duloxetine",0.51383113861084
"DB00230","Pregabalin","D001168","arthritis","DB00295","Morphine",0.415909916162491
"DB00230","Pregabalin","D001168","arthritis","DB01075","Diphenhydramine",0.243163451552391
"DB00928","Azacitidine","D006402","hematological disease","DB12874","Quizartinib",0.990943014621735
"DB00928","Azacitidine","D006402","hematological disease","DB14568","Ivosidenib",0.958329975605011
"DB00928","Azacitidine","D006402","hematological disease","DB11581","Venetoclax",0.955919682979584
"DB11581","Venetoclax","D006402","hematological disease","DB04865","Omacetaxine mepesuccinate",0.973119139671326
"DB11581","Venetoclax","D006402","hematological disease","DB12874","Quizartinib",0.961483836174011
"DB11581","Venetoclax","D006402","hematological disease","DB00928","Azacitidine",0.955919682979584
"DB09074","Olaparib","D014604","uveal neoplasms","DB09037","Pembrolizumab",0.26032418012619
"DB01234","Dexamethasone","D011537","pruritus","DB00904","Ondansetron",0.357697129249573
"DB00440","Trimethoprim","D003092","colitis","DB01015","Sulfamethoxazole",0.743114352226257
"DB01015","Sulfamethoxazole","D003092","colitis","DB00440","Trimethoprim",0.743114352226257
"DB00993","Azathioprine","D005355","fibrosis","DB00635","Prednisone",0.350695610046387
"DB00993","Azathioprine","D005355","fibrosis","DB01181","Ifosfamide",0.153467327356339
"DB01221","Ketamine","D019964","mood disorders","DB14509","Lithium carbonate",0.917782366275787
"DB01221","Ketamine","D019964","mood disorders","DB11823","Esketamine",0.900306642055511
"DB01221","Ketamine","D019964","mood disorders","DB04896","Milnacipran",0.861590087413788
"DB00803","Colistin","D004756","enterobacteriaceae infections","DB00560","Tigecycline",0.983559548854828
"DB00803","Colistin","D004756","enterobacteriaceae infections","DB00760","Meropenem",0.938934624195099
"DB09060","Avibactam","D004756","enterobacteriaceae infections","DB00438","Ceftazidime",0.929057717323303
"DB00063","Eptifibatide","D003327","disease, coronary heart","DB01109","Heparin",0.518780589103699
"DB01105","Sibutramine","D050177","overweight","DB00264","Metoprolol",0.755165219306946
"DB00440","Trimethoprim","D009894","opportunistic infections","DB01015","Sulfamethoxazole",0.829672515392303
"DB00440","Trimethoprim","D003967","diarrhea","DB01015","Sulfamethoxazole",0.356386095285416
"DB01015","Sulfamethoxazole","D009894","opportunistic infections","DB00440","Trimethoprim",0.829672515392303
"DB01015","Sulfamethoxazole","D003967","diarrhea","DB00440","Trimethoprim",0.356386095285416
"DB00388","Phenylephrine","D001049","apnea","DB12661","Urapidil",0.254473716020584
"DB00201","Caffeine","D001927","brain diseases","DB00683","Midazolam",0.681050002574921
"DB00201","Caffeine","D001927","brain diseases","DB00514","Dextromethorphan",0.167670637369156
"DB00201","Caffeine","D007511","ischemia","DB00975","Dipyridamole",0.651470541954041
"DB11751","Cabotegravir","D009293","opioid-related disorders","DB08864","Rilpivirine",0.748342394828796
"DB00813","Fentanyl","D012120","respiration disorders","DB00633","Dexmedetomidine",0.700829744338989
"DB00813","Fentanyl","D012120","respiration disorders","DB00818","Propofol",0.647928059101105
"DB00813","Fentanyl","D012120","respiration disorders","DB00899","Remifentanil",0.636773824691772
"DB00683","Midazolam","D012120","respiration disorders","DB00813","Fentanyl",0.164917603135109
"DB00264","Metoprolol","D000072658","non-st elevated myocardial infarction","DB00612","Bisoprolol",0.860819339752197
"DB00612","Bisoprolol","D000072657","st segment elevation myocardial infarction","DB00264","Metoprolol",0.73637193441391
"DB00612","Bisoprolol","D000072658","non-st elevated myocardial infarction","DB00264","Metoprolol",0.860819339752197
"DB00441","Gemcitabine","D012004","rectal cancer","DB01101","Capecitabine",0.628097236156464
"DB00441","Gemcitabine","D003110","cancer of colon","DB00515","Cisplatin",0.15543806552887
"DB01062","Oxybutynin","D001943","malignant neoplasm of breast","DB00285","Venlafaxine",0.822098314762115
"DB09073","Palbociclib","D004938","esophageal neoplasms","DB08916","Afatinib",0.66760778427124
"DB00879","Emtricitabine","D002761","cholangitis","DB06817","Raltegravir",0.836548745632172
"DB00879","Emtricitabine","D008105","primary biliary cholangitis","DB06817","Raltegravir",0.724994719028473
"DB06817","Raltegravir","D002761","cholangitis","DB00879","Emtricitabine",0.836548745632172
"DB06817","Raltegravir","D002761","cholangitis","DB01601","Lopinavir",0.433077663183212
"DB06817","Raltegravir","D002761","cholangitis","DB01072","Atazanavir",0.161980360746384
"DB06817","Raltegravir","D008105","primary biliary cholangitis","DB00879","Emtricitabine",0.724994719028473
"DB00635","Prednisone","D003449","cryoglobulinemia","DB00073","Rituximab",0.443968743085861
"DB00635","Prednisone","D003449","cryoglobulinemia","DB00993","Azathioprine",0.19393652677536
"DB00073","Rituximab","D003449","cryoglobulinemia","DB00635","Prednisone",0.443968743085861
"DB11945","Avelumab","D018365","residual cancer","DB00928","Azacitidine",0.729665040969849
"DB01248","Docetaxel","D012208","rhabdomyosarcoma","DB00441","Gemcitabine",0.410604804754257
"DB08912","Dabrafenib","D054219","plasma cell neoplasm","DB08911","Trametinib",0.836902618408203
"DB00316","Acetaminophen","D018805","pyemia","DB01050","Ibuprofen",0.754029929637909
"DB00316","Acetaminophen","D018805","pyemia","DB09462","Glycerin",0.206543251872063
"DB01068","Clonazepam","D013226","status epilepticus","DB01320","Fosphenytoin",0.832140862941742
"DB00502","Haloperidol","D019967","schizophrenia spectrum and other psychotic disorders","DB00875","Flupentixol",0.857822597026825
"DB00502","Haloperidol","D019967","schizophrenia spectrum and other psychotic disorders","DB01104","Sertraline",0.761133193969727
"DB00843","Donepezil","D001523","behavior disorders","DB01043","Memantine",0.815529823303223
"DB00843","Donepezil","D001523","behavior disorders","DB00989","Rivastigmine",0.789965569972992
"DB00843","Donepezil","D001523","behavior disorders","DB01591","Solifenacin",0.786109566688538
"DB00370","Mirtazapine","D018376","cardiovascular abnormalities","DB01577","Metamfetamine",0.825672745704651
"DB01577","Metamfetamine","D018376","cardiovascular abnormalities","DB00370","Mirtazapine",0.825672745704651
"DB00633","Dexmedetomidine","D009293","opioid-related disorders","DB00813","Fentanyl",0.637855410575867
"DB00760","Meropenem","D003428","cross infection","DB00601","Linezolid",0.690973877906799
"DB00438","Ceftazidime","D003428","cross infection","DB09060","Avibactam",0.872430324554443
"DB00438","Ceftazidime","D017093","liver failure","DB09060","Avibactam",0.787664353847504
"DB00438","Ceftazidime","D058625","end stage liver disease","DB09060","Avibactam",0.770045578479767
"DB00438","Ceftazidime","D065290","acute-on-chronic liver failure","DB09060","Avibactam",0.740013182163239
"DB09060","Avibactam","D003428","cross infection","DB00438","Ceftazidime",0.872430324554443
"DB09060","Avibactam","D017093","liver failure","DB00438","Ceftazidime",0.787664353847504
"DB09060","Avibactam","D058625","end stage liver disease","DB00438","Ceftazidime",0.770045578479767
"DB09060","Avibactam","D065290","acute-on-chronic liver failure","DB00438","Ceftazidime",0.740013182163239
"DB00417","Phenoxymethylpenicillin","D010510","periodontal diseases","DB00916","Metronidazole",0.79933100938797
"DB00417","Phenoxymethylpenicillin","D057873","peri-implantitis","DB00916","Metronidazole",0.867356836795807
"DB00860","Prednisolone","D012859","sicca syndrome","DB00864","Tacrolimus",0.591201543807983
"DB00402","Eszopiclone","D011618","psychosis, brief reactive","DB00472","Fluoxetine",0.389726668596268
"DB01212","Ceftriaxone","D014947","wounds","DB00571","Propranolol",0.255250513553619
"DB09037","Pembrolizumab","D007410","intestinal diseases","DB01294","Bismuth subsalicylate",0.826361775398254
"DB09037","Pembrolizumab","D007410","intestinal diseases","DB09074","Olaparib",0.819109261035919
"DB09037","Pembrolizumab","D007410","intestinal diseases","DB09078","Lenvatinib",0.793494820594788
"DB00465","Ketorolac","D053040","nephrolithiasis","DB00316","Acetaminophen",0.760497272014618
"DB00641","Simvastatin","D005128","eye disorders","DB01039","Fenofibrate",0.708601117134094
"DB00641","Simvastatin","D005128","eye disorders","DB00973","Ezetimibe",0.673398017883301
"DB00497","Oxycodone","D059352","musculoskeletal pain","DB00316","Acetaminophen",0.567384302616119
"DB00956","Hydrocodone","D059352","musculoskeletal pain","DB00316","Acetaminophen",0.836016416549683
"DB01104","Sertraline","D000379","agoraphobia","DB00476","Duloxetine",0.803318321704865
"DB00904","Ondansetron","D001932","brain neoplasms","DB09291","Rolapitant",0.388588577508926
"DB00904","Ondansetron","D001932","brain neoplasms","DB00673","Aprepitant",0.144088819622993
"DB01229","Paclitaxel","D002578","dysplasia, cervical","DB00515","Cisplatin",0.77877151966095
"DB01229","Paclitaxel","D002578","dysplasia, cervical","DB00958","Carboplatin",0.113629072904587
"DB01104","Sertraline","D000067877","autism spectrum disorders","DB00476","Duloxetine",0.688924908638
"DB01104","Sertraline","D002659","child development disorders, pervasive","DB00476","Duloxetine",0.678289771080017
"DB00199","Erythromycin","D009369","malignant neoplasms","DB00530","Erlotinib",0.808518409729004
"DB06151","Acetylcysteine","D006973","blood pressure, high","DB00800","Fenoldopam",0.164338499307632
"DB06151","Acetylcysteine","D002318","cardiovascular diseases","DB01076","Atorvastatin",0.76033490896225
"DB06151","Acetylcysteine","D002318","cardiovascular diseases","DB01118","Amiodarone",0.721183896064758
"DB06151","Acetylcysteine","D002318","cardiovascular diseases","DB04951","Pirfenidone",0.281556397676468
"DB00588","Fluticasone propionate","D004487","edema","DB00959","Methylprednisolone",0.466277182102203
"DB08934","Sofosbuvir","D005776","gaucher disease","DB09027","Ledipasvir",0.726954877376556
"DB09027","Ledipasvir","D005776","gaucher disease","DB08934","Sofosbuvir",0.726954877376556
"DB00281","Lidocaine","D002318","cardiovascular diseases","DB00727","Nitroglycerin",0.883163154125214
"DB00281","Lidocaine","D002318","cardiovascular diseases","DB00204","Dofetilide",0.783202528953552
"DB00281","Lidocaine","D002318","cardiovascular diseases","DB00899","Remifentanil",0.774857580661774
"DB00472","Fluoxetine","D009103","multiple sclerosis","DB08868","Fingolimod",0.902791023254395
"DB00472","Fluoxetine","D020529","multiple sclerosis, acute relapsing","DB08868","Fingolimod",0.84577751159668
"DB00472","Fluoxetine","D012598","sclerosis","DB08868","Fingolimod",0.915246844291687
"DB00285","Venlafaxine","D009103","multiple sclerosis","DB08868","Fingolimod",0.912355601787567
"DB00285","Venlafaxine","D020529","multiple sclerosis, acute relapsing","DB08868","Fingolimod",0.857041120529175
"DB00285","Venlafaxine","D012598","sclerosis","DB08868","Fingolimod",0.903201937675476
"DB00215","Citalopram","D020529","multiple sclerosis, acute relapsing","DB08868","Fingolimod",0.907171964645386
"DB08868","Fingolimod","D003863","depression","DB00285","Venlafaxine",0.941171824932098
"DB08868","Fingolimod","D003863","depression","DB00215","Citalopram",0.922592103481293
"DB08868","Fingolimod","D003863","depression","DB00472","Fluoxetine",0.866623759269714
"DB08868","Fingolimod","D003866","depression, endogenous","DB00472","Fluoxetine",0.825738668441772
"DB08868","Fingolimod","D003866","depression, endogenous","DB00215","Citalopram",0.81846159696579
"DB08868","Fingolimod","D003866","depression, endogenous","DB00285","Venlafaxine",0.815143883228302
"DB00235","Milrinone","D007511","ischemia","DB00841","Dobutamine",0.883803427219391
"DB00235","Milrinone","D007511","ischemia","DB00187","Esmolol",0.85720306634903
"DB00515","Cisplatin","D008228","reticulosarcoma","DB00773","Etoposide",0.140996992588043
"DB01202","Levetiracetam","D001927","brain diseases","DB06218","Lacosamide",0.891390979290009
"DB01202","Levetiracetam","D001927","brain diseases","DB00555","Lamotrigine",0.877954185009003
"DB01202","Levetiracetam","D001927","brain diseases","DB00331","Metformin",0.805759012699127
"DB01174","Phenobarbital","D001927","brain diseases","DB00333","Methadone",0.677674651145935
"DB00571","Propranolol","D013927","thrombosis","DB00682","Warfarin",0.747383773326874
"DB00571","Propranolol","D020246","venous thrombosis","DB00682","Warfarin",0.826901316642761
"DB00678","Losartan","D000419","albuminuria","DB09026","Aliskiren",0.627940356731415
"DB00683","Midazolam","D020521","cerebrovascular accident","DB00813","Fentanyl",0.540940880775452
"DB00633","Dexmedetomidine","D020521","cerebrovascular accident","DB01236","Sevoflurane",0.228009298443794
"DB00445","Epirubicin","D007414","intestinal neoplasms","DB00515","Cisplatin",0.730885028839111
"DB00684","Tobramycin","D014946","wound infection","DB00512","Vancomycin",0.772667050361633
"DB00684","Tobramycin","D014946","wound infection","DB00438","Ceftazidime",0.43847119808197
"DB00994","Neomycin","D043183","irritable bowel syndrome","DB01220","Rifaximin",0.688649892807007
"DB00994","Neomycin","D043183","irritable bowel syndrome","DB00916","Metronidazole",0.136299073696136
"DB00994","Neomycin","D013577","syndrome","DB01220","Rifaximin",0.742168664932251
"DB00994","Neomycin","D003248","constipation","DB01220","Rifaximin",0.826803743839264
"DB01236","Sevoflurane","D001749","cancer of bladder","DB00899","Remifentanil",0.240309670567513
